Gender,Age,Region,Parental_Education,Family_Income,Distance_from_School,Internet_Access,Absences,Failures,Study_Time_Category,G1,G2,G3,Family_Support,School_Support,Activities,Dropout_Risk
Female,19,Rural,Secondary,37093,3.8,Yes,5,0,3,5,16,2,No,Yes,Yes,Medium
Female,19,Rural,Primary,20372,0.5,Yes,3,3,2,4,2,12,No,No,Yes,High
Male,16,Urban,Secondary,5000,11.1,Yes,3,0,4,0,3,8,Yes,No,Yes,Low
Male,18,Rural,Secondary,13929,6.1,Yes,5,0,2,2,8,19,Yes,No,No,Low
Male,16,Urban,Primary,17118,7.3,Yes,6,0,4,2,12,14,Yes,Yes,Yes,Low
Male,19,Rural,None,26567,6.7,Yes,5,2,1,11,5,15,Yes,Yes,No,Medium
Male,19,Urban,Secondary,30664,5.1,Yes,4,0,3,3,9,15,Yes,Yes,No,Low
Female,17,Urban,Higher,42355,6.1,Yes,3,0,3,20,19,18,Yes,Yes,Yes,
Male,17,Rural,Secondary,11591,3.3,Yes,6,0,3,15,19,3,Yes,Yes,No,Medium
Female,15,Urban,Primary,40174,4.1,No,4,0,2,10,20,18,Yes,Yes,No,Low
Female,19,Urban,Primary,24436,2.1,No,8,0,3,7,12,18,Yes,Yes,No,Low
Female,17,Urban,Higher,5000,9.7,Yes,5,0,2,8,13,1,Yes,Yes,Yes,Medium
Female,16,Rural,Primary,30203,6.7,No,8,0,3,13,11,5,Yes,Yes,Yes,Medium
Male,18,Rural,Secondary,49744,10.9,Yes,3,0,2,14,12,12,Yes,Yes,Yes,Low
Female,16,Rural,Secondary,43246,11.9,Yes,6,0,1,18,9,14,Yes,Yes,Yes,Low
Female,18,Urban,Primary,28855,0.8,No,5,0,1,8,6,9,Yes,No,No,Low
Male,17,Rural,Higher,46886,8.0,No,4,0,2,16,4,9,Yes,Yes,Yes,Low
Male,15,Urban,Secondary,32883,0.9,No,6,1,4,8,11,3,Yes,Yes,Yes,Medium
Female,16,Urban,Secondary,44717,5.5,Yes,4,2,2,2,1,13,No,Yes,No,Medium
Male,16,Rural,Primary,5075,5.9,Yes,4,1,3,15,7,7,Yes,Yes,Yes,Medium
Male,16,Urban,None,11254,1.1,Yes,4,0,2,12,7,5,Yes,No,Yes,Low
Male,18,Urban,Secondary,40935,2.8,Yes,3,0,4,16,18,11,Yes,Yes,No,Low
Male,17,Urban,Secondary,53089,6.1,Yes,6,0,2,3,4,7,Yes,No,No,Low
Female,16,Urban,Primary,36259,5.5,No,6,0,1,20,7,5,Yes,Yes,Yes,Low
Female,16,Rural,None,22539,1.9,Yes,4,0,3,8,9,14,Yes,No,Yes,Low
Female,15,Urban,None,17242,2.9,Yes,7,0,3,8,12,18,Yes,No,Yes,Low
Male,15,Rural,Higher,25270,0.5,Yes,5,0,2,17,8,13,Yes,No,No,Low
Male,17,Urban,Secondary,48204,1.4,Yes,7,0,2,13,6,2,Yes,Yes,No,Low
Female,17,Urban,Higher,24862,3.9,Yes,1,0,1,19,19,17,Yes,No,Yes,
Male,19,Urban,Primary,45716,8.0,No,6,0,2,2,19,9,Yes,Yes,Yes,Low
Male,15,Rural,Higher,39788,8.3,Yes,6,0,3,3,18,13,Yes,Yes,No,Low
Female,19,Rural,Primary,55708,10.5,Yes,6,0,2,0,10,13,Yes,No,No,Low
Male,18,Rural,Secondary,33003,6.3,No,4,0,2,17,7,6,Yes,No,No,Medium
Female,19,Rural,Higher,29256,5.6,No,7,2,2,3,15,6,Yes,Yes,Yes,High
Male,16,Urban,Primary,46465,6.5,No,7,1,1,9,9,20,No,No,No,Low
Male,19,Rural,Secondary,15971,6.5,No,4,0,3,3,5,10,No,Yes,No,Medium
Male,17,Rural,Primary,23339,0.5,Yes,6,2,3,20,9,17,Yes,Yes,No,Medium
Female,18,Rural,Primary,5000,10.7,No,3,0,1,16,9,9,Yes,No,No,Medium
Female,16,Urban,Secondary,11185,0.5,Yes,3,0,2,7,18,14,No,Yes,Yes,Low
Female,19,Urban,Secondary,58850,8.4,No,9,0,1,18,3,11,No,Yes,Yes,Low
Female,18,Rural,Secondary,40384,5.2,Yes,6,1,4,8,18,16,Yes,Yes,Yes,Low
Male,18,Rural,Secondary,9439,1.7,Yes,4,0,2,15,2,16,Yes,No,Yes,Low
Female,16,Urban,Secondary,47922,6.6,Yes,1,0,2,14,16,0,No,Yes,No,Low
Male,19,Rural,None,19444,4.6,Yes,10,0,2,19,13,5,Yes,Yes,Yes,Medium
Female,18,Rural,Primary,39614,3.0,Yes,1,2,4,15,9,20,No,Yes,Yes,Medium
Male,18,Urban,Higher,39390,0.9,Yes,4,0,3,20,5,14,Yes,No,No,Low
Female,15,Rural,None,54974,0.6,No,5,0,1,11,15,18,No,No,Yes,Low
Male,18,Urban,Secondary,21934,3.2,Yes,6,0,2,17,8,13,Yes,No,Yes,Low
Male,15,Urban,Primary,18896,3.8,Yes,2,1,3,6,20,9,Yes,No,Yes,Medium
Female,19,Urban,Secondary,5000,1.4,No,2,0,2,15,11,9,No,Yes,No,Low
Male,19,Urban,Secondary,28173,5.1,Yes,2,0,2,18,11,6,Yes,Yes,Yes,Low
Male,19,Rural,Primary,40879,1.8,Yes,9,0,4,5,13,6,Yes,Yes,Yes,Low
Male,17,Urban,Primary,42929,6.1,Yes,6,0,4,5,1,13,No,Yes,Yes,Low
Male,19,Urban,Secondary,48785,8.7,Yes,5,0,4,5,9,14,Yes,Yes,No,Low
Female,18,Urban,Primary,34347,5.9,No,5,0,1,14,3,19,Yes,No,Yes,Low
Female,16,Urban,Primary,37571,4.7,No,4,2,2,1,5,8,Yes,Yes,No,Medium
Female,15,Urban,Secondary,31021,3.4,No,7,0,2,8,12,14,Yes,Yes,Yes,Low
Female,17,Rural,Primary,40611,9.3,Yes,7,3,3,7,13,8,Yes,Yes,Yes,High
Male,19,Urban,Higher,15986,4.4,Yes,5,1,3,6,3,6,No,Yes,No,Medium
Female,19,Rural,Secondary,8873,12.5,Yes,6,0,3,15,9,10,Yes,Yes,Yes,Low
Male,16,Rural,Primary,17568,1.5,Yes,10,0,4,14,9,4,Yes,No,Yes,Medium
Male,16,Urban,Secondary,33204,5.9,Yes,2,1,3,8,4,8,Yes,Yes,No,Low
Female,17,Rural,Secondary,10493,9.2,Yes,3,0,2,19,3,5,No,Yes,Yes,Medium
Male,15,Urban,Primary,20501,2.9,Yes,7,0,2,14,11,6,Yes,No,No,Low
Female,19,Urban,Secondary,20980,4.3,Yes,10,0,2,1,13,13,No,Yes,Yes,Low
Male,17,Urban,Primary,41727,6.9,Yes,6,0,2,19,6,18,No,No,No,
Female,18,Urban,Primary,39901,6.2,No,1,0,2,13,1,10,Yes,Yes,No,Low
Female,18,Urban,Primary,31057,6.7,Yes,5,2,3,10,13,6,Yes,No,Yes,Medium
Female,17,Rural,Primary,36765,8.5,No,7,1,1,2,9,5,Yes,Yes,No,Medium
Female,19,Urban,Primary,37061,4.0,No,1,0,3,1,15,3,Yes,No,Yes,Low
Female,17,Rural,Secondary,24545,9.3,Yes,8,0,3,17,2,13,Yes,Yes,No,Low
Male,19,Urban,Secondary,21862,0.5,Yes,7,0,1,13,7,2,No,Yes,Yes,Low
Female,16,Rural,Secondary,53050,8.2,Yes,6,0,1,4,16,16,Yes,No,No,Low
Male,17,Urban,Secondary,5000,8.4,Yes,4,0,2,11,3,14,Yes,Yes,No,Low
Female,19,Urban,Higher,18880,2.7,Yes,5,1,2,13,20,0,Yes,Yes,Yes,Medium
Female,17,Urban,Secondary,26943,0.6,No,3,2,2,5,18,20,Yes,Yes,Yes,Medium
Female,17,Urban,Secondary,38399,4.3,No,3,0,3,7,14,10,Yes,Yes,Yes,Low
Male,19,Urban,Primary,47032,6.2,Yes,2,0,3,6,19,12,Yes,No,No,Low
Male,19,Rural,Higher,57850,4.0,No,3,0,2,6,9,2,Yes,No,Yes,Medium
Female,15,Urban,None,28624,6.5,Yes,6,0,2,11,9,12,No,Yes,No,Low
Male,17,Rural,Primary,29628,10.8,No,5,0,3,6,11,17,Yes,Yes,Yes,Low
Male,18,Rural,Secondary,35439,0.9,Yes,3,2,1,11,8,8,No,No,Yes,Medium
Male,17,Rural,None,22033,0.5,Yes,3,3,2,15,14,1,Yes,Yes,No,High
Female,17,Urban,Primary,12236,4.8,Yes,6,2,3,6,17,7,No,No,No,High
Female,19,Urban,Secondary,28556,3.0,No,3,2,2,7,19,1,No,Yes,No,High
Male,17,Rural,Secondary,41180,3.6,Yes,4,3,3,0,0,0,Yes,No,No,High
Male,17,Rural,Secondary,26356,8.8,Yes,4,2,2,12,2,2,Yes,Yes,No,High
Male,18,Urban,Higher,36201,4.6,No,5,0,1,18,7,16,Yes,Yes,No,Low
Female,19,Urban,Primary,5000,4.9,No,7,0,2,0,6,6,Yes,Yes,Yes,Medium
Female,17,Urban,None,30276,3.7,Yes,11,0,3,17,14,9,Yes,No,No,Low
Male,16,Urban,Secondary,23948,4.9,No,10,0,3,6,7,18,Yes,Yes,No,Low
Male,15,Rural,Primary,10873,5.8,Yes,1,0,2,16,14,8,Yes,No,No,Low
Male,18,Urban,Secondary,39858,13.4,Yes,5,1,4,14,4,17,Yes,Yes,No,Low
Female,17,Urban,Primary,57684,5.8,Yes,2,0,2,18,11,14,Yes,Yes,Yes,Low
Female,16,Urban,Secondary,44849,8.5,Yes,2,0,1,3,11,16,Yes,No,Yes,
Male,17,Urban,Secondary,45806,5.6,Yes,1,0,1,16,8,16,Yes,Yes,Yes,
Male,17,Rural,Secondary,40687,0.5,Yes,5,0,2,6,20,18,Yes,Yes,No,Low
Male,19,Rural,Secondary,39696,3.3,Yes,3,0,2,15,8,8,Yes,Yes,Yes,Low
Female,19,Urban,Secondary,5000,5.8,No,3,0,1,16,14,5,No,No,Yes,Medium
Male,19,Rural,Primary,28080,7.2,No,5,0,4,19,14,18,Yes,Yes,No,Low
Female,16,Urban,None,37630,5.6,Yes,4,0,3,14,19,7,Yes,Yes,No,Low
Female,17,Urban,None,37971,7.8,Yes,5,0,3,8,11,5,Yes,Yes,Yes,Low
Male,15,Urban,Secondary,49075,0.6,Yes,6,0,2,20,4,16,No,Yes,No,Low
Male,18,Urban,Primary,14514,5.1,No,4,0,3,12,0,5,Yes,Yes,Yes,Medium
Male,19,Urban,Secondary,39109,9.0,Yes,3,0,2,6,18,12,No,No,No,Low
Female,19,Urban,Primary,14024,2.1,Yes,7,0,3,18,10,20,Yes,Yes,No,Low
Female,17,Rural,Secondary,26824,8.4,Yes,2,0,4,10,17,1,Yes,No,Yes,Low
Female,17,Urban,Higher,29070,8.2,Yes,7,0,3,7,5,11,Yes,Yes,Yes,Low
Female,16,Rural,Primary,42938,1.3,Yes,6,0,2,16,16,6,Yes,No,Yes,Low
Male,16,Urban,Primary,41174,6.0,No,6,2,2,3,13,5,Yes,No,Yes,High
Female,19,Rural,Primary,31804,5.5,Yes,2,0,4,3,11,16,No,Yes,Yes,Low
Female,17,Rural,Secondary,5000,4.5,Yes,1,0,1,17,4,7,Yes,Yes,No,Low
Male,15,Urban,Secondary,36672,0.5,Yes,4,2,3,16,6,5,Yes,No,Yes,Medium
Female,18,Rural,Primary,25984,4.2,No,8,2,2,2,15,18,Yes,Yes,No,Medium
Female,17,Urban,Secondary,50877,4.5,Yes,5,0,2,8,8,20,No,Yes,No,
Female,17,Rural,Primary,47302,0.5,Yes,8,1,3,5,14,8,Yes,No,No,Medium
Female,16,Urban,Secondary,15929,1.1,Yes,6,1,1,1,3,19,Yes,Yes,Yes,Low
Female,18,Rural,Secondary,38732,2.2,No,2,0,2,11,19,15,Yes,Yes,Yes,Low
Female,19,Rural,Secondary,39028,1.9,Yes,2,1,1,14,6,17,No,No,No,Low
Male,17,Urban,None,37937,6.0,Yes,6,0,3,8,13,18,Yes,Yes,No,
Male,19,Urban,Higher,35993,7.7,No,2,0,1,1,3,6,Yes,Yes,Yes,Low
Female,17,Rural,Secondary,39452,4.1,No,6,0,1,11,3,7,Yes,Yes,No,Medium
Male,19,Urban,Primary,52522,7.3,Yes,3,0,3,15,13,20,Yes,Yes,Yes,
Male,18,Urban,Primary,21729,7.9,No,2,2,2,6,6,18,Yes,No,Yes,Medium
Male,16,Urban,Secondary,16412,4.7,Yes,7,1,2,0,14,0,Yes,No,No,Medium
Male,18,Urban,Higher,41740,6.2,Yes,3,2,2,20,11,12,Yes,Yes,No,Medium
Female,15,Rural,Higher,5000,4.3,Yes,6,0,2,6,13,0,Yes,No,Yes,Medium
Female,16,Urban,Secondary,39810,1.6,Yes,5,0,2,2,12,10,Yes,Yes,Yes,Low
Male,18,Urban,Higher,37154,2.8,Yes,7,1,4,19,18,1,Yes,No,Yes,Medium
Male,15,Rural,None,5000,6.0,Yes,4,0,3,4,11,20,Yes,Yes,No,Low
Male,17,Rural,None,20454,4.6,No,9,0,1,2,15,2,Yes,Yes,Yes,Medium
Female,17,Urban,Higher,53639,7.2,No,4,1,2,14,15,12,Yes,Yes,Yes,Low
Female,19,Urban,Secondary,8142,0.5,Yes,7,0,1,5,0,6,Yes,Yes,Yes,Low
Male,16,Rural,Secondary,33188,0.5,Yes,3,0,2,14,14,1,Yes,Yes,Yes,Medium
Female,17,Rural,Secondary,14926,0.5,Yes,4,0,4,2,4,1,Yes,Yes,No,Medium
Female,16,Urban,Higher,19365,5.5,Yes,0,0,2,0,5,2,Yes,No,Yes,Low
Female,17,Urban,Secondary,58744,0.9,Yes,7,0,3,1,20,12,Yes,No,No,Low
Female,19,Urban,Higher,31851,6.0,Yes,2,0,1,3,16,11,Yes,No,Yes,Low
Male,18,Urban,Secondary,37754,7.3,Yes,7,0,2,20,10,0,No,Yes,No,Low
Female,19,Urban,Primary,28313,9.5,Yes,9,1,2,13,3,17,Yes,Yes,Yes,Low
Male,15,Rural,Higher,7273,9.2,No,6,0,2,13,17,4,Yes,Yes,No,Medium
Female,17,Urban,Primary,12226,2.9,No,6,0,3,9,19,18,No,Yes,Yes,Low
Female,15,Rural,Higher,47676,0.5,Yes,5,0,2,10,13,9,Yes,Yes,No,Low
Female,15,Urban,Secondary,32293,3.1,Yes,3,0,2,3,8,5,Yes,Yes,No,Low
Female,16,Rural,Secondary,18445,7.9,Yes,7,3,3,14,2,17,Yes,Yes,No,High
Male,17,Rural,Secondary,29669,3.8,Yes,5,0,3,19,2,14,Yes,No,Yes,Low
Female,15,Urban,None,39923,4.9,Yes,4,0,3,3,10,13,No,No,No,Low
Female,18,Urban,Primary,36817,3.3,Yes,6,0,2,19,19,15,No,Yes,Yes,Low
Female,15,Urban,Higher,18453,9.7,Yes,2,0,3,19,4,3,Yes,No,No,Low
Male,18,Rural,Higher,6370,2.0,Yes,6,2,2,15,3,18,No,Yes,Yes,Medium
Male,16,Rural,Primary,23894,5.2,Yes,4,1,3,1,11,20,Yes,Yes,Yes,Low
Male,15,Urban,Higher,46635,8.3,Yes,3,0,3,12,11,7,Yes,Yes,Yes,Low
Female,19,Urban,Higher,42815,10.5,Yes,4,2,1,7,3,0,Yes,No,Yes,High
Female,16,Urban,Secondary,36156,2.9,No,5,0,2,12,2,19,Yes,Yes,Yes,Low
Male,18,Rural,None,27436,7.9,No,4,0,4,19,1,12,Yes,Yes,Yes,Low
Female,16,Urban,Higher,22248,3.1,Yes,8,0,2,20,3,8,Yes,Yes,No,Low
Female,15,Urban,Secondary,27715,9.1,Yes,6,0,3,7,3,0,Yes,Yes,No,Low
Female,17,Urban,Higher,41726,10.2,No,6,0,1,3,6,14,Yes,Yes,Yes,Low
Female,17,Urban,Higher,45152,2.3,Yes,4,2,3,4,1,14,Yes,No,Yes,Medium
Female,18,Rural,Higher,26073,7.0,No,2,1,3,20,10,13,No,Yes,No,Medium
Female,18,Urban,Secondary,68043,8.3,Yes,6,0,2,5,4,4,Yes,No,Yes,Low
Male,17,Rural,Primary,31386,4.1,No,3,0,2,18,12,16,No,Yes,No,Low
Female,18,Urban,Primary,24795,6.6,No,2,1,1,9,3,5,Yes,Yes,No,Medium
Female,16,Urban,Primary,52135,6.8,Yes,7,0,1,2,8,8,No,No,No,Low
Female,19,Rural,None,5000,11.0,Yes,6,0,2,12,6,19,Yes,Yes,No,Low
Female,19,Rural,Secondary,37200,0.5,Yes,5,0,3,8,12,18,No,Yes,No,Low
Female,16,Rural,Secondary,28908,4.8,Yes,5,0,4,16,9,20,Yes,Yes,Yes,Low
Male,19,Urban,Higher,51722,1.2,Yes,3,0,3,9,6,16,Yes,No,Yes,Low
Male,15,Urban,Primary,39073,5.0,Yes,10,0,3,11,17,6,Yes,No,Yes,Low
Male,16,Rural,Secondary,32086,2.7,Yes,6,0,3,12,17,7,No,Yes,No,Low
Male,18,Urban,None,39939,4.2,Yes,5,0,3,9,1,14,No,Yes,Yes,Low
Female,16,Urban,None,14166,2.4,No,2,3,3,18,20,5,Yes,No,No,High
Female,17,Rural,None,44502,5.5,Yes,3,1,2,20,0,0,Yes,Yes,Yes,Medium
Male,18,Rural,Secondary,9831,8.2,Yes,7,0,2,18,12,8,Yes,Yes,Yes,Medium
Male,17,Rural,None,35377,3.9,Yes,7,0,1,16,1,6,No,No,Yes,Low
Female,18,Rural,Secondary,30534,9.3,Yes,1,0,3,4,3,19,Yes,No,No,Low
Male,19,Rural,Primary,5000,8.1,Yes,4,0,1,7,8,18,No,Yes,No,Low
Female,16,Urban,Higher,31034,11.1,No,4,1,2,4,7,3,Yes,No,No,Medium
Female,15,Urban,Higher,34229,6.2,Yes,7,0,2,14,17,0,No,Yes,No,Low
Female,18,Urban,Higher,20176,4.8,Yes,4,0,4,3,15,8,Yes,No,No,Low
Male,18,Urban,Higher,14813,0.5,Yes,4,2,3,12,3,1,Yes,Yes,No,High
Male,17,Urban,Higher,37382,2.7,Yes,5,0,2,16,3,15,Yes,Yes,Yes,Low
Female,19,Urban,Higher,35434,4.4,No,3,2,3,4,17,1,Yes,Yes,Yes,High
Female,17,Urban,Secondary,33402,4.7,Yes,8,2,4,0,1,2,Yes,Yes,Yes,High
Male,17,Urban,Primary,30132,12.0,Yes,5,0,2,14,20,13,No,Yes,No,Low
Female,19,Urban,Primary,21501,4.4,Yes,7,2,2,9,10,12,Yes,No,Yes,Medium
Male,15,Urban,Primary,64082,0.5,No,7,0,2,10,19,16,Yes,Yes,Yes,Low
Female,17,Urban,Secondary,25525,7.0,Yes,2,3,2,17,3,9,No,No,No,High
Male,17,Rural,Secondary,17023,6.8,No,2,0,4,12,13,2,Yes,Yes,Yes,Medium
Female,18,Urban,Higher,30816,3.6,Yes,8,1,3,19,20,3,No,No,No,Medium
Male,19,Urban,Higher,27285,11.4,Yes,3,1,3,15,16,4,No,Yes,No,Medium
Male,16,Rural,Secondary,25177,0.5,Yes,5,0,2,18,7,10,No,Yes,No,Low
Male,15,Urban,Secondary,58114,8.7,Yes,5,0,4,11,0,5,Yes,Yes,No,Low
Male,15,Urban,Higher,13053,4.1,Yes,2,2,2,13,18,0,Yes,Yes,No,High
Female,19,Urban,Primary,30561,2.1,Yes,4,2,2,1,18,18,Yes,Yes,No,Low
Female,18,Urban,Secondary,14059,12.2,Yes,8,0,2,9,20,6,Yes,Yes,Yes,Low
Male,18,Rural,Primary,21884,7.2,No,14,0,3,3,6,9,Yes,No,No,Medium
Male,19,Urban,Secondary,56041,4.1,Yes,5,0,3,0,0,11,No,No,No,Low
Female,18,Rural,Primary,34221,4.0,Yes,7,1,2,16,0,11,Yes,No,Yes,Medium
Female,15,Urban,Higher,34040,5.8,Yes,4,0,3,10,9,0,Yes,Yes,Yes,Low
Female,15,Urban,Secondary,15907,3.6,Yes,3,1,2,6,12,8,Yes,No,Yes,Medium
Male,16,Urban,Primary,23630,8.9,Yes,8,0,1,16,4,16,Yes,Yes,No,Low
Male,19,Urban,Primary,57346,5.3,Yes,6,0,2,16,11,11,Yes,Yes,Yes,Low
Female,17,Urban,Secondary,37490,8.1,Yes,4,0,2,8,2,1,Yes,Yes,No,Low
Male,17,Urban,Higher,24904,5.6,Yes,5,0,3,9,18,8,Yes,Yes,Yes,Low
Female,16,Urban,Secondary,36609,7.6,Yes,4,0,3,5,3,11,Yes,Yes,Yes,Low
Male,16,Rural,Secondary,34014,9.0,No,2,0,1,16,14,3,Yes,Yes,Yes,Medium
Female,18,Urban,Primary,17408,10.0,Yes,7,0,1,15,12,11,Yes,Yes,No,Low
Male,16,Rural,Secondary,24467,6.5,Yes,9,0,3,6,10,17,No,No,Yes,Low
Female,16,Rural,Secondary,63818,2.4,No,7,0,1,18,1,2,No,No,Yes,Medium
Female,17,Urban,Secondary,35880,4.5,Yes,6,0,2,3,8,0,Yes,Yes,No,Low
Female,18,Urban,Primary,6464,4.9,Yes,5,0,1,19,11,17,Yes,Yes,No,Low
Male,16,Urban,Secondary,37653,3.3,Yes,0,0,2,16,3,20,No,No,No,
Female,16,Rural,Secondary,49546,2.8,No,3,1,2,8,18,7,Yes,Yes,No,Medium
Female,18,Urban,Higher,16434,5.5,No,4,0,2,10,9,18,Yes,No,No,Low
Female,19,Rural,Higher,23147,2.1,No,6,0,2,0,10,3,Yes,No,No,Medium
Female,18,Urban,Secondary,51806,1.5,Yes,5,2,2,6,6,15,Yes,Yes,No,Medium
Female,17,Rural,Secondary,30523,0.5,Yes,6,0,1,4,12,16,No,Yes,Yes,Low
Female,19,Urban,Primary,27856,6.4,Yes,9,1,3,4,8,8,Yes,No,Yes,Medium
Male,15,Rural,Higher,9959,6.0,Yes,4,3,3,0,11,7,Yes,No,Yes,High
Female,18,Urban,Secondary,46058,4.0,No,2,0,2,5,1,19,Yes,Yes,No,Low
Female,17,Urban,Primary,27172,8.0,Yes,7,0,1,12,20,18,No,Yes,No,Low
Male,19,Urban,Primary,5000,2.0,Yes,8,0,1,14,0,6,No,No,Yes,Low
Male,18,Urban,Higher,6410,6.1,No,7,0,2,3,6,11,Yes,Yes,No,Low
Male,16,Rural,Primary,21576,5.2,No,5,0,3,16,0,0,No,No,No,Medium
Female,18,Urban,Secondary,13907,2.8,Yes,4,0,2,12,15,16,Yes,No,No,Low
Female,15,Urban,Secondary,16260,3.5,Yes,4,0,2,10,3,5,Yes,No,No,Low
Female,18,Urban,None,65170,3.3,Yes,4,1,1,3,7,4,Yes,Yes,No,Medium
Female,19,Urban,Primary,40612,5.8,Yes,3,0,2,6,16,19,Yes,No,Yes,
Male,19,Urban,Higher,5000,6.8,Yes,2,1,1,18,20,6,Yes,Yes,Yes,Medium
Male,18,Rural,Higher,25285,3.7,Yes,8,0,4,6,18,11,No,Yes,No,Low
Male,19,Urban,Primary,28657,2.9,No,2,0,3,13,3,4,Yes,Yes,No,Low
Male,16,Rural,Higher,7845,5.4,Yes,3,0,2,20,3,1,Yes,Yes,No,Medium
Male,18,Urban,Secondary,38015,0.5,Yes,10,0,3,15,7,3,Yes,No,Yes,Low
Male,16,Urban,Secondary,5000,5.1,Yes,3,0,1,20,9,16,Yes,No,Yes,Low
Female,16,Rural,Secondary,46454,9.7,Yes,3,0,1,8,15,7,Yes,Yes,Yes,Low
Female,17,Rural,Higher,51622,2.9,Yes,7,0,4,1,18,19,Yes,Yes,No,Low
Female,18,Urban,Secondary,65288,4.5,No,3,0,2,15,0,4,Yes,Yes,No,Low
Female,19,Rural,Primary,6385,8.1,No,7,1,4,4,4,16,Yes,Yes,No,Medium
Female,16,Urban,Higher,9436,7.3,Yes,6,0,3,11,1,19,Yes,No,No,Low
Male,17,Urban,Secondary,40390,5.2,No,4,0,4,19,15,3,Yes,Yes,Yes,Low
Female,18,Rural,Primary,47740,4.8,Yes,5,0,3,14,12,20,Yes,No,Yes,Low
Female,18,Urban,Secondary,42134,1.3,Yes,4,0,1,2,5,17,Yes,No,No,Low
Male,15,Urban,Secondary,46195,6.5,Yes,4,0,3,8,3,17,Yes,Yes,Yes,Low
Male,15,Rural,Higher,50652,1.0,No,5,1,1,6,6,17,Yes,Yes,No,Medium
Female,16,Rural,Secondary,33033,0.5,Yes,5,3,3,3,1,15,Yes,Yes,No,High
Male,15,Urban,Primary,26811,8.0,Yes,4,0,2,8,9,10,No,Yes,Yes,Low
Female,16,Urban,Secondary,9477,6.2,No,8,0,3,14,13,7,Yes,Yes,Yes,Medium
Female,19,Urban,Secondary,25528,7.6,Yes,5,0,3,20,7,11,Yes,Yes,Yes,Low
Male,16,Rural,Primary,27826,2.8,Yes,9,0,3,6,2,17,Yes,No,Yes,Low
Male,15,Rural,Secondary,15754,6.4,Yes,3,0,3,10,2,17,Yes,Yes,No,Low
Male,19,Urban,Higher,29426,3.7,Yes,2,0,3,18,1,7,Yes,No,No,Low
Male,15,Urban,None,14064,4.0,Yes,6,0,2,10,16,15,Yes,Yes,No,Low
Male,16,Urban,Secondary,46699,7.9,Yes,5,0,3,0,18,16,Yes,Yes,No,Low
Female,17,Rural,Primary,36387,4.6,No,8,0,3,20,9,1,Yes,Yes,Yes,Medium
Male,18,Rural,Primary,23105,2.9,Yes,4,0,3,12,11,20,Yes,Yes,No,Low
Female,15,Rural,Primary,32832,0.9,Yes,8,0,4,12,10,14,Yes,Yes,No,Low
Male,16,Rural,Primary,13423,6.1,Yes,7,0,1,1,8,6,Yes,No,Yes,Medium
Female,19,Urban,Higher,14944,8.2,No,3,0,2,16,12,0,Yes,Yes,No,Medium
Male,15,Urban,Primary,20492,2.7,No,6,2,3,18,5,1,No,No,No,High
Male,15,Urban,Secondary,27121,7.1,Yes,8,2,1,14,13,3,Yes,No,No,High
Female,18,Urban,None,32118,2.2,Yes,7,0,2,18,10,15,No,No,No,Low
Female,16,Urban,Higher,32177,7.2,No,1,0,3,9,4,11,Yes,No,No,Low
Male,17,Urban,Secondary,10218,5.1,No,5,0,1,9,1,16,Yes,Yes,Yes,Low
Female,19,Rural,Secondary,28789,5.8,Yes,5,2,4,8,6,3,Yes,No,No,High
Male,16,Rural,Primary,17729,2.9,Yes,2,2,4,18,16,15,Yes,No,No,Medium
Female,19,Urban,Secondary,5000,6.1,Yes,8,0,2,10,5,6,Yes,No,No,Low
Male,15,Urban,Primary,76133,3.2,Yes,5,0,3,5,13,7,Yes,Yes,Yes,Low
Male,18,Urban,Higher,18020,3.8,No,2,0,1,1,3,8,Yes,Yes,Yes,Low
Female,18,Rural,Secondary,18852,0.5,Yes,3,1,3,9,2,13,Yes,No,No,Medium
Female,17,Rural,Secondary,9803,2.7,Yes,6,3,2,14,10,8,Yes,No,No,High
Male,18,Urban,Secondary,14137,3.4,Yes,8,0,3,4,0,14,Yes,No,Yes,Low
Female,15,Urban,Primary,27169,5.9,Yes,5,1,2,17,13,20,Yes,No,No,Low
Female,17,Urban,Secondary,50277,6.8,Yes,7,0,3,6,5,3,Yes,Yes,Yes,Low
Male,16,Urban,Secondary,27084,3.2,Yes,2,0,3,2,16,2,Yes,Yes,No,Low
Female,18,Urban,Secondary,25146,4.5,Yes,5,0,2,20,16,9,Yes,No,Yes,Low
Male,17,Rural,Secondary,48004,10.1,Yes,4,0,3,15,10,3,Yes,Yes,No,Low
Female,15,Rural,Primary,22134,5.4,Yes,5,0,4,16,6,17,No,No,No,Low
Female,19,Urban,Primary,30317,3.4,No,5,0,3,1,12,10,Yes,No,Yes,Low
Female,19,Rural,Higher,16176,0.5,No,3,3,3,15,7,18,Yes,Yes,Yes,High
Male,15,Rural,Secondary,55277,2.4,Yes,6,2,2,20,7,18,No,Yes,Yes,Medium
Male,15,Urban,Secondary,45727,2.3,No,12,0,2,19,8,17,Yes,No,No,Low
Male,19,Urban,Higher,27705,10.9,Yes,6,0,1,0,6,12,Yes,Yes,No,Low
